id_devolucao,id_pedido,id_produto,data_devolucao,motivo_devolucao,valor_reembolso
1373,34040,58,2023-08-06,Atraso na entrega,2682.52
1374,39921,201,2023-08-09,Atraso na entrega,938.92
1375,12274,172,2023-10-24,Produto danificado,565.02
1376,4927,11,2023-01-18,Produto errado,1198.97
1377,39918,97,2023-04-29,Produto danificado,765.18
1378,30483,4,2023-08-14,Atraso na entrega,1236.87
1379,40256,204,2023-07-23,Produto danificado,1710.73
1380,11374,24,2023-03-03,Produto com defeito,860.56
1381,4695,18,2023-12-06,Produto danificado,834.45
1382,34733,50,2023-05-11,Produto errado,569.86
1383,204,106,2023-11-06,Produto errado,338.35
1384,26296,173,2024-01-14,Produto com defeito,1010.45
1385,25431,185,2023-04-15,Insatisfacao do cliente,1134.83
1386,6507,96,2023-06-04,Produto danificado,1981.08
1387,38973,228,2023-11-14,Produto errado,1718.6
1388,27300,108,2024-01-01,Produto danificado,2106.92
1389,12245,179,2023-12-13,Produto errado,616.07
1390,47681,154,2023-07-02,Produto errado,1075.81
1391,4167,35,2023-07-13,Atraso na entrega,139.69
1392,35532,47,2023-09-02,Produto danificado,1466.76
1393,44949,77,2023-06-17,Produto errado,824.82
1394,36012,6,2023-02-03,Produto errado,1132.71
1395,10187,211,2023-11-30,Atraso na entrega,1163.22
1396,49793,149,2023-03-21,Produto com defeito,1346.79
1397,4477,171,2023-12-14,Produto danificado,799.04
1398,5376,100,2023-08-05,Atraso na entrega,2269.19
1399,24198,145,2023-12-01,Produto errado,121.77
1400,25865,113,2023-02-18,Produto danificado,1279.56
1401,14897,175,2023-02-20,Produto com defeito,169.11
1402,33537,183,2023-03-30,Insatisfacao do cliente,2466.91
1403,23534,186,2023-05-02,Produto danificado,1214.79
1404,13965,227,2023-04-10,Produto danificado,572.17
1405,19182,190,2023-10-27,Produto danificado,2838.02
1406,37364,188,2023-09-03,Produto danificado,2617.35
1407,45756,24,2023-07-31,Produto com defeito,1682.81
1408,18244,152,2023-08-04,Insatisfacao do cliente,696.83
1409,47847,11,2023-04-27,Produto errado,665.88
1410,1443,188,2023-12-17,Atraso na entrega,513.05
1411,26128,45,2023-03-25,Insatisfacao do cliente,1163.33
1412,5688,103,2023-05-18,Produto com defeito,265.66
1413,39414,104,2024-01-08,Atraso na entrega,1271.3
1414,734,229,2023-10-05,Produto errado,125.11
1415,48616,225,2023-12-17,Atraso na entrega,1830.14
1416,21406,46,2023-06-21,Produto danificado,3420.39
1417,12424,68,2023-10-09,Atraso na entrega,678.16
1418,22420,89,2023-12-12,Produto com defeito,871.95
1419,26471,172,2023-07-17,Atraso na entrega,826.96
1420,853,223,2023-11-08,Atraso na entrega,959.9
1421,36537,159,2023-05-25,Produto danificado,3061.29
1422,4140,187,2023-04-07,Insatisfacao do cliente,1195.55
1423,14531,106,2024-01-19,Produto com defeito,325.23
1424,44953,156,2023-09-02,Produto errado,667.12
1425,470,122,2023-09-23,Produto danificado,792.45
1426,21519,123,2023-11-26,Produto com defeito,776.24
1427,34912,181,2023-06-26,Produto com defeito,966.22
1428,39079,111,2023-03-26,Produto com defeito,1970.45
1429,10712,201,2023-10-18,Atraso na entrega,1027.86
1430,35387,155,2023-02-10,Produto danificado,1136.81
1431,8360,132,2024-01-08,Produto danificado,1474.16
1432,18819,72,2023-12-01,Insatisfacao do cliente,1107.19
1433,38411,76,2023-04-30,Produto errado,2163.72
1434,36749,81,2023-11-14,Insatisfacao do cliente,757.79
1435,15768,59,2023-04-09,Produto danificado,965.29
1436,2656,176,2023-06-25,Produto com defeito,1024.07
1437,13725,211,2023-01-22,Atraso na entrega,2265.94
1438,46715,214,2023-02-27,Insatisfacao do cliente,1340.53
1439,31641,79,2023-06-07,Produto danificado,1144.88
1440,45428,217,2023-11-17,Produto danificado,911.37
1441,29901,40,2023-11-29,Insatisfacao do cliente,449.67
1442,33927,150,2023-12-01,Produto danificado,637.81
1443,8892,108,2023-10-29,Produto danificado,1024.41
1444,47464,3,2023-02-16,Produto com defeito,1110.72
1445,13134,11,2023-12-06,Produto errado,599.58
1446,6577,30,2023-11-30,Insatisfacao do cliente,1399.82
1447,6836,171,2023-06-19,Produto errado,2447.21
1448,436,160,2023-06-04,Produto danificado,2101.54
1449,47705,47,2023-12-06,Atraso na entrega,1442.87
1450,46847,59,2023-05-22,Atraso na entrega,947.89
1451,14260,144,2023-11-13,Produto com defeito,1241.0
1452,47217,14,2023-07-01,Produto errado,2866.43
1453,9758,66,2023-01-27,Produto danificado,3007.11
1454,40402,28,2023-11-20,Insatisfacao do cliente,1288.4
1455,28055,33,2023-03-09,Produto danificado,1609.63
1456,38224,189,2023-04-01,Produto errado,964.59
1457,31982,110,2023-10-06,Atraso na entrega,36.01
1458,14630,144,2023-09-23,Produto com defeito,997.91
1459,1986,51,2023-06-01,Produto errado,1026.29
1460,47912,53,2023-01-06,Atraso na entrega,308.52
1461,28592,169,2023-06-18,Produto errado,414.18
1462,26927,33,2023-02-12,Atraso na entrega,425.06
1463,47965,209,2023-11-26,Insatisfacao do cliente,4066.78
1464,34995,77,2023-02-02,Insatisfacao do cliente,743.98
1465,36762,215,2023-10-28,Produto danificado,1297.94
1466,13894,187,2023-12-11,Produto danificado,1110.38
1467,14155,37,2023-11-20,Atraso na entrega,1048.28
1468,32848,83,2023-09-20,Produto errado,1657.47
1469,43494,215,2023-07-21,Produto errado,1025.38
1470,22678,46,2023-03-26,Produto danificado,1034.24
1471,19558,2,2023-03-02,Produto com defeito,921.12
1472,14401,207,2023-03-01,Produto errado,1018.4
1473,27561,5,2023-10-06,Atraso na entrega,241.36
1474,35502,106,2023-11-08,Insatisfacao do cliente,299.37
1475,18072,207,2023-11-17,Produto errado,951.21
1476,9126,96,2023-01-26,Atraso na entrega,442.97
1477,5534,35,2023-06-02,Produto danificado,355.64
1478,27027,222,2023-12-06,Insatisfacao do cliente,699.75
1479,43135,157,2023-05-27,Atraso na entrega,1345.66
1480,16066,162,2023-11-06,Produto errado,1948.62
1481,34692,78,2023-10-18,Insatisfacao do cliente,2127.94
1482,49193,27,2023-10-08,Produto danificado,355.19
1483,46718,12,2023-11-21,Produto com defeito,1330.09
1484,44676,11,2023-09-05,Produto errado,1997.64
1485,8747,238,2023-10-07,Produto danificado,1031.32
1486,1013,78,2023-12-09,Insatisfacao do cliente,2127.94
1487,5463,170,2023-08-11,Produto danificado,2953.48
1488,37941,158,2023-12-14,Atraso na entrega,1006.42
1489,21098,183,2023-08-06,Produto errado,2094.75
1490,23876,18,2023-07-08,Produto com defeito,834.45
1491,17011,218,2023-12-13,Produto errado,511.6
1492,27369,232,2023-09-29,Insatisfacao do cliente,106.43
1493,45238,26,2023-08-13,Produto errado,884.25
1494,34517,224,2023-07-29,Insatisfacao do cliente,387.03
1495,44257,23,2023-09-29,Insatisfacao do cliente,251.29
1496,5575,120,2023-12-16,Produto errado,1208.42
1497,23469,215,2023-08-03,Produto com defeito,2306.72
1498,19617,98,2023-12-02,Produto danificado,553.9
1499,42220,180,2023-08-07,Produto danificado,74.24
1500,35167,175,2023-11-16,Produto com defeito,180.53
1501,49534,90,2023-08-23,Produto errado,6392.78
1502,16396,200,2023-02-13,Insatisfacao do cliente,1410.32
1503,47107,93,2023-03-01,Atraso na entrega,1204.34
1504,12213,70,2023-04-16,Produto errado,2057.08
1505,23958,178,2023-03-12,Produto danificado,361.84
1506,3757,230,2023-12-13,Produto danificado,389.91
1507,21630,73,2023-11-19,Atraso na entrega,2778.24
1508,32660,167,2023-07-18,Produto com defeito,4064.06
1509,28772,31,2023-01-28,Atraso na entrega,1136.2
1510,26781,107,2023-06-10,Produto errado,1412.75
1511,30781,27,2023-02-28,Produto errado,379.69
1512,40713,49,2024-01-08,Produto com defeito,1112.48
1513,33819,151,2023-02-14,Insatisfacao do cliente,2129.88
1514,9677,35,2023-12-26,Insatisfacao do cliente,168.55
1515,14598,22,2023-11-26,Produto errado,246.99
1516,9582,54,2023-11-30,Produto danificado,1609.32
1517,41240,141,2023-10-11,Insatisfacao do cliente,988.7
1518,40520,113,2023-06-20,Produto errado,1157.18
1519,48289,12,2023-07-16,Produto errado,924.47
1520,18540,132,2023-07-16,Produto errado,747.77
1521,10336,65,2023-10-21,Produto danificado,1218.53
1522,43214,224,2023-04-16,Produto danificado,402.93
1523,28660,192,2023-04-30,Insatisfacao do cliente,1003.92
1524,34420,14,2023-12-27,Atraso na entrega,729.1
1525,6409,152,2023-01-24,Atraso na entrega,689.23
1526,11133,66,2023-05-02,Insatisfacao do cliente,1026.53
1527,42200,182,2023-07-24,Produto com defeito,59.82
1528,35626,11,2023-03-05,Insatisfacao do cliente,1258.52
1529,11703,200,2023-08-10,Produto errado,587.6
1530,20287,75,2023-07-02,Produto danificado,151.89
1531,49893,37,2023-11-28,Produto com defeito,1772.16
1532,9067,115,2023-05-05,Produto errado,327.62
1533,47740,167,2023-10-26,Insatisfacao do cliente,2719.99
1534,11939,92,2023-03-31,Produto errado,609.69
1535,23103,78,2023-12-11,Produto danificado,4255.88
1536,33043,200,2023-03-24,Produto errado,1385.62
1537,5790,75,2023-11-10,Produto errado,151.89
1538,28694,51,2023-03-18,Atraso na entrega,2403.11
1539,32358,123,2023-02-14,Produto errado,1494.15
1540,43398,94,2023-02-14,Insatisfacao do cliente,491.77
1541,15279,230,2023-03-21,Produto danificado,503.18
1542,46866,76,2023-09-28,Produto danificado,1322.85
1543,43823,132,2023-06-14,Produto errado,2485.14
1544,1331,61,2023-07-19,Produto com defeito,1111.84
1545,17827,212,2023-04-07,Produto errado,993.96
1546,34707,99,2023-03-18,Produto danificado,168.27
1547,49363,173,2023-06-30,Produto errado,1947.21
1548,15880,13,2023-03-15,Insatisfacao do cliente,1978.88
1549,49925,125,2023-11-24,Produto com defeito,6342.08
1550,27167,71,2023-11-16,Atraso na entrega,2283.92
1551,44391,105,2023-02-21,Produto com defeito,107.75
1552,19008,186,2023-02-21,Insatisfacao do cliente,2429.58
1553,8546,8,2023-03-29,Atraso na entrega,819.43
1554,56,63,2023-12-04,Produto com defeito,2500.75
1555,38568,62,2023-11-15,Produto com defeito,1050.07
1556,42520,60,2023-02-21,Produto com defeito,1484.81
1557,38098,194,2023-07-12,Atraso na entrega,1234.32
1558,40582,105,2023-11-13,Produto com defeito,141.11
1559,14212,141,2023-09-17,Atraso na entrega,4351.56
1560,2432,228,2023-08-22,Atraso na entrega,2713.17
1561,20144,219,2023-11-22,Produto com defeito,334.4
1562,35419,177,2023-10-06,Produto danificado,1153.56
1563,15885,216,2023-12-14,Insatisfacao do cliente,592.29
1564,25066,86,2023-11-06,Produto danificado,1630.6
1565,8969,149,2023-10-23,Atraso na entrega,1015.3
1566,43392,108,2023-10-24,Produto danificado,1053.46
1567,12031,144,2023-06-05,Produto com defeito,2482.0
1568,485,1,2023-10-01,Produto com defeito,3956.82
1569,44314,11,2023-08-13,Produto errado,586.61
1570,13573,213,2023-11-14,Insatisfacao do cliente,1707.08
1571,22444,218,2023-11-04,Atraso na entrega,609.08
1572,25307,162,2023-05-03,Insatisfacao do cliente,3951.28
1573,27766,139,2023-09-13,Produto danificado,380.15
1574,37394,62,2023-07-21,Produto com defeito,609.54
1575,17649,195,2023-11-20,Produto errado,4226.7
1576,32099,15,2023-01-20,Produto com defeito,1962.06
1577,34963,65,2023-07-28,Produto errado,803.54
1578,35593,102,2023-06-14,Produto com defeito,1971.3
1579,27946,39,2023-10-11,Atraso na entrega,5155.04
1580,19482,121,2023-12-22,Insatisfacao do cliente,1304.75
1581,45191,235,2023-01-29,Produto errado,1176.66
1582,10479,201,2023-04-02,Produto errado,2007.53
1583,36173,196,2023-03-03,Produto errado,800.6
1584,10978,126,2023-10-30,Produto danificado,3301.73
1585,31756,9,2023-06-28,Atraso na entrega,2146.84
1586,26070,81,2023-03-06,Produto errado,1638.8
1587,1202,103,2023-04-26,Produto com defeito,155.67
1588,22055,229,2023-11-29,Produto errado,358.53
1589,9028,200,2023-07-08,Produto com defeito,2010.81
1590,27299,144,2023-12-19,Produto errado,5920.3
1591,17907,2,2023-12-18,Produto errado,2724.07
1592,15510,33,2023-02-06,Atraso na entrega,850.12
1593,2384,31,2023-06-04,Produto errado,2230.57
1594,4008,104,2023-07-24,Atraso na entrega,1156.79
1595,29521,103,2023-11-27,Produto errado,153.66
1596,23257,59,2023-10-27,Produto errado,1034.64
1597,15604,98,2023-10-05,Produto com defeito,1449.28
1598,9290,56,2023-12-07,Produto com defeito,1687.57
1599,20032,237,2023-03-17,Produto com defeito,871.23
1600,24320,10,2023-12-10,Produto com defeito,1880.0
1601,49795,7,2023-11-17,Insatisfacao do cliente,424.13
1602,16233,150,2023-10-26,Produto com defeito,367.41
1603,42463,35,2023-10-22,Produto com defeito,533.46
1604,31652,164,2023-11-22,Produto com defeito,972.85
1605,48291,106,2023-08-10,Produto errado,327.99
1606,46926,214,2023-09-03,Atraso na entrega,4789.6
1607,6302,66,2023-11-09,Produto com defeito,1974.2
1608,10466,101,2023-10-16,Produto errado,792.35
1609,14571,115,2023-12-29,Insatisfacao do cliente,1339.88
1610,26378,237,2023-06-30,Produto errado,871.23
1611,46460,236,2023-11-07,Atraso na entrega,1104.8
1612,20181,141,2023-05-03,Produto errado,5027.55
1613,10272,74,2023-10-27,Atraso na entrega,1414.71
1614,31458,22,2023-06-03,Produto errado,213.75
1615,45535,216,2023-10-22,Insatisfacao do cliente,1162.92
1616,49954,11,2023-10-20,Insatisfacao do cliente,665.88
1617,47411,15,2023-12-01,Produto errado,983.98
1618,2853,173,2023-08-10,Produto danificado,1982.82
1619,3139,121,2023-12-02,Produto errado,639.44
1620,4953,233,2023-12-14,Produto com defeito,707.64
1621,49277,165,2023-09-04,Produto errado,299.62
1622,40996,211,2023-04-30,Produto com defeito,989.65
1623,7537,159,2023-09-22,Produto danificado,922.18
1624,981,45,2023-02-15,Atraso na entrega,1220.4
1625,30168,87,2023-11-29,Produto errado,2428.52
1626,27087,56,2023-09-19,Atraso na entrega,826.36
1627,436,126,2023-03-02,Insatisfacao do cliente,3684.62
1628,12443,84,2023-03-05,Produto danificado,1255.11
1629,38866,125,2023-11-06,Produto errado,1308.6
1630,26218,46,2023-08-02,Produto errado,3076.61
1631,33538,2,2023-06-14,Produto errado,3623.86
1632,20109,112,2023-11-27,Atraso na entrega,393.92
1633,28485,173,2023-06-17,Insatisfacao do cliente,986.63
1634,37349,211,2023-11-24,Produto com defeito,1000.51
1635,46201,46,2023-06-02,Atraso na entrega,3420.39
1636,41353,95,2023-08-25,Atraso na entrega,4383.55
1637,32936,129,2023-09-04,Produto com defeito,1580.55
1638,18301,237,2023-09-08,Produto danificado,830.64
1639,5483,74,2023-07-24,Produto errado,1414.71
1640,17002,216,2023-05-04,Produto danificado,1127.62
1641,21308,205,2023-12-12,Produto com defeito,332.19
1642,43340,64,2023-11-12,Produto com defeito,1762.49
1643,34108,128,2023-02-03,Insatisfacao do cliente,241.71
1644,30137,140,2023-05-06,Insatisfacao do cliente,2347.68
1645,38561,204,2023-04-24,Atraso na entrega,1164.19
1646,37789,29,2023-03-04,Produto errado,769.08
1647,5054,212,2023-04-26,Produto errado,325.92
1648,5731,100,2023-12-10,Insatisfacao do cliente,702.89
1649,43297,162,2023-08-24,Atraso na entrega,949.11
1650,43602,96,2023-03-24,Insatisfacao do cliente,485.21
1651,38967,78,2023-07-24,Atraso na entrega,2078.22
1652,26738,239,2023-02-11,Produto danificado,1421.85
1653,33192,40,2023-04-26,Insatisfacao do cliente,437.45
1654,6654,143,2023-11-28,Insatisfacao do cliente,1747.1
1655,1605,75,2023-07-10,Produto com defeito,394.35
1656,10456,53,2023-04-21,Produto danificado,150.3
1657,7887,229,2023-11-27,Atraso na entrega,125.11
1658,29456,80,2023-12-11,Produto com defeito,830.05
1659,34213,237,2023-01-17,Produto com defeito,1676.85
1660,292,225,2023-11-26,Produto danificado,939.47
1661,47971,128,2023-12-08,Atraso na entrega,297.68
1662,7468,98,2023-09-26,Produto com defeito,833.62
1663,34923,40,2023-01-20,Produto errado,447.63
1664,34836,10,2023-02-13,Produto errado,958.14
1665,29902,227,2023-09-18,Atraso na entrega,3211.6
1666,43782,153,2023-07-27,Produto errado,711.72
1667,4365,54,2023-08-30,Produto danificado,1462.81
1668,22198,38,2023-02-12,Atraso na entrega,539.23
1669,30817,45,2023-03-24,Atraso na entrega,1220.4
1670,11616,174,2023-10-27,Produto errado,1310.52
1671,575,199,2023-05-03,Produto errado,2713.99
1672,25075,79,2023-09-21,Produto danificado,1086.96
1673,37719,200,2023-01-23,Insatisfacao do cliente,2115.48
1674,48256,99,2023-05-28,Produto errado,273.02
1675,15913,66,2024-01-11,Produto danificado,967.59
1676,14231,130,2023-09-10,Atraso na entrega,1337.09
1677,39059,240,2023-03-15,Insatisfacao do cliente,882.07
1678,6971,205,2023-07-04,Atraso na entrega,292.03
1679,22734,133,2023-11-21,Insatisfacao do cliente,653.18
1680,20736,35,2023-12-13,Atraso na entrega,341.86
1681,37729,95,2023-03-27,Atraso na entrega,1237.66
1682,32173,237,2023-06-23,Produto danificado,831.71
1683,47507,56,2023-04-20,Produto com defeito,863.34
1684,12067,94,2023-10-07,Insatisfacao do cliente,567.1
1685,47867,184,2023-08-25,Insatisfacao do cliente,4665.19
1686,20868,168,2023-11-26,Insatisfacao do cliente,374.52
1687,43279,129,2023-12-15,Produto errado,305.96
1688,48937,117,2023-10-01,Insatisfacao do cliente,1734.14
1689,37482,5,2023-04-03,Atraso na entrega,78.66
1690,24047,162,2023-09-09,Produto com defeito,949.33
1691,44710,5,2023-08-27,Atraso na entrega,283.08
1692,46373,163,2023-11-13,Produto danificado,2115.6
1693,33712,59,2023-07-31,Insatisfacao do cliente,3038.24
1694,36051,199,2023-10-06,Insatisfacao do cliente,826.41
1695,10036,29,2023-08-02,Insatisfacao do cliente,1025.44
1696,18430,54,2023-05-29,Insatisfacao do cliente,1455.63
1697,39051,224,2023-01-19,Atraso na entrega,402.93
1698,24121,99,2023-09-18,Produto com defeito,171.86
1699,6444,116,2023-09-18,Atraso na entrega,968.6
1700,19981,49,2023-08-05,Insatisfacao do cliente,1241.58
1701,49857,92,2023-06-17,Produto com defeito,1219.38
1702,14397,50,2023-03-14,Produto com defeito,568.56
1703,20019,61,2023-04-01,Insatisfacao do cliente,805.4
1704,2397,181,2023-12-08,Produto errado,1977.12
1705,20956,230,2023-07-29,Atraso na entrega,1006.36
1706,32660,160,2023-03-04,Produto danificado,519.13
1707,31536,70,2023-08-11,Produto danificado,2059.82
1708,11030,18,2023-10-12,Atraso na entrega,785.27
1709,28766,162,2023-10-02,Insatisfacao do cliente,2963.46
1710,39035,70,2023-07-14,Produto errado,2108.26
1711,43043,56,2023-11-23,Atraso na entrega,747.57
1712,35617,131,2023-11-28,Produto errado,2012.46
1713,35358,144,2023-11-18,Insatisfacao do cliente,1241.0
1714,29773,115,2023-05-01,Produto errado,628.64
1715,13139,30,2023-12-31,Produto errado,1293.52
1716,17724,107,2023-02-16,Insatisfacao do cliente,3613.6
1717,31725,39,2023-10-01,Insatisfacao do cliente,2424.53
1718,5624,133,2023-07-12,Insatisfacao do cliente,656.74
1719,18773,114,2023-08-27,Produto danificado,867.68
1720,14628,22,2023-03-22,Insatisfacao do cliente,250.82
1721,42970,239,2023-04-29,Atraso na entrega,2515.84
1722,26365,92,2023-04-11,Produto errado,1219.38
1723,25650,162,2023-04-05,Produto com defeito,2910.43
1724,4227,86,2023-07-18,Insatisfacao do cliente,1062.09
1725,38098,51,2023-05-03,Insatisfacao do cliente,2294.49
1726,6745,144,2023-06-11,Produto com defeito,6205.0
1727,10986,84,2023-07-20,Produto com defeito,1255.11
1728,39144,24,2023-03-18,Insatisfacao do cliente,1721.12
1729,26399,192,2023-10-19,Produto danificado,1060.15
1730,47756,144,2023-07-21,Atraso na entrega,2448.4
1731,42927,46,2023-12-06,Atraso na entrega,2280.26
1732,49329,150,2023-06-13,Atraso na entrega,343.62
1733,27748,187,2023-09-29,Produto com defeito,4901.12
1734,41235,207,2023-11-09,Produto com defeito,1028.35
1735,10586,210,2023-07-26,Produto errado,1080.58
1736,42596,208,2023-04-04,Insatisfacao do cliente,463.7
1737,19513,78,2023-10-28,Atraso na entrega,1052.51
1738,28856,215,2023-09-09,Produto danificado,1920.74
1739,4937,176,2023-10-15,Produto danificado,987.26
1740,4713,162,2023-08-28,Produto danificado,987.82
1741,29292,131,2023-03-26,Insatisfacao do cliente,1036.65
1742,4973,139,2023-04-24,Produto danificado,1100.22
1743,20393,66,2023-09-10,Produto danificado,1026.53
1744,48739,33,2023-11-30,Produto com defeito,850.12
1745,33288,108,2023-04-28,Produto errado,3123.32
1746,20520,224,2023-04-17,Produto errado,402.93
1747,7784,193,2023-06-08,Produto com defeito,2217.04
1748,36231,76,2023-04-24,Produto danificado,677.09
1749,8313,192,2023-11-21,Insatisfacao do cliente,1049.35
1750,2852,117,2023-07-31,Insatisfacao do cliente,1703.83
1751,24247,119,2023-03-05,Produto com defeito,60.19
1752,49616,234,2023-10-17,Produto errado,1428.57
1753,42174,180,2023-03-21,Produto errado,309.12
1754,23205,7,2024-01-06,Produto errado,2138.6
1755,39651,223,2023-09-10,Produto com defeito,1963.9
1756,39282,39,2023-10-07,Produto com defeito,1288.76
1757,36182,13,2023-11-13,Insatisfacao do cliente,2058.44
1758,14655,72,2023-02-23,Produto danificado,577.11
1759,2775,231,2023-10-19,Atraso na entrega,336.33
1760,48357,141,2023-02-02,Produto danificado,910.4
1761,25247,168,2023-01-28,Produto errado,1182.42
1762,26955,21,2023-08-12,Produto danificado,245.51
1763,22481,23,2023-06-09,Produto danificado,251.29
1764,44312,23,2023-08-26,Produto com defeito,753.87
1765,42886,52,2023-12-20,Produto danificado,2351.49
1766,7105,60,2023-08-04,Produto com defeito,728.97
1767,13825,137,2023-09-10,Insatisfacao do cliente,701.51
1768,27674,137,2023-11-27,Produto com defeito,920.47
1769,27977,144,2023-01-17,Produto com defeito,3723.0
1770,33056,136,2023-07-23,Produto danificado,1272.8
1771,22873,115,2023-06-19,Produto com defeito,334.97
1772,3705,226,2023-02-10,Produto com defeito,4053.9
1773,17464,140,2023-03-06,Insatisfacao do cliente,2383.08
1774,107,175,2023-04-11,Atraso na entrega,361.06
1775,17475,195,2023-12-14,Produto danificado,2619.42
1776,14954,125,2023-03-22,Produto danificado,1225.91
1777,41035,166,2023-03-26,Produto errado,4186.17
1778,37794,211,2023-03-08,Insatisfacao do cliente,3489.66
1779,22309,168,2023-02-24,Produto com defeito,375.14
1780,42998,168,2023-03-05,Insatisfacao do cliente,1137.99
1781,42507,19,2023-10-31,Produto com defeito,2677.93
1782,6981,185,2023-05-15,Produto danificado,1289.93
1783,46180,193,2023-11-02,Produto com defeito,2106.23
1784,19349,67,2023-04-02,Insatisfacao do cliente,2099.48
1785,42967,26,2023-05-14,Produto errado,2096.61
1786,14026,218,2023-08-27,Produto com defeito,1218.16
1787,46532,35,2023-12-11,Produto errado,696.02
1788,29925,138,2023-10-25,Produto danificado,274.68
1789,22282,26,2023-11-05,Atraso na entrega,2132.76
1790,4761,150,2023-08-01,Produto danificado,1677.49
1791,47841,134,2023-11-04,Produto danificado,1412.37
1792,24151,11,2023-07-22,Produto danificado,629.75
1793,39215,23,2023-05-16,Atraso na entrega,225.63
1794,9588,6,2023-02-15,Produto danificado,3457.26
1795,33863,199,2023-12-11,Produto danificado,1803.66
1796,22444,188,2023-11-30,Insatisfacao do cliente,523.47
1797,1809,221,2023-11-06,Produto com defeito,857.53
1798,42776,88,2023-03-16,Produto danificado,304.65
1799,37833,109,2023-03-02,Produto com defeito,201.23
1800,6645,108,2023-12-10,Produto com defeito,1053.46
1801,3534,164,2023-11-22,Produto com defeito,2964.81
1802,36590,165,2023-05-19,Insatisfacao do cliente,1435.86
1803,4103,132,2023-01-21,Produto com defeito,3267.09
1804,18675,233,2023-08-03,Insatisfacao do cliente,742.87
1805,9920,50,2023-11-23,Insatisfacao do cliente,512.32
1806,4015,230,2023-04-16,Produto errado,503.18
1807,25322,104,2023-06-16,Atraso na entrega,1271.3
1808,37845,73,2023-05-29,Produto errado,1319.79
1809,10547,70,2023-09-24,Produto danificado,1465.66
1810,13318,219,2023-09-18,Atraso na entrega,643.63
1811,7680,198,2023-11-25,Atraso na entrega,553.93
1812,22696,167,2023-12-06,Produto errado,2768.46
1813,8292,197,2023-09-11,Atraso na entrega,1725.63
1814,6424,156,2023-06-15,Insatisfacao do cliente,2001.36
1815,40613,179,2023-07-18,Insatisfacao do cliente,626.93
1816,49523,222,2023-12-13,Insatisfacao do cliente,699.75
1817,19201,169,2024-01-12,Produto com defeito,222.7
1818,23521,21,2023-04-12,Produto danificado,835.32
1819,23091,15,2023-11-26,Produto errado,436.99
1820,32252,181,2023-10-14,Produto errado,2912.38
1821,26786,70,2023-11-24,Produto com defeito,2108.26
1822,34515,162,2023-02-01,Atraso na entrega,987.82
1823,49878,167,2023-12-24,Produto errado,4057.62
1824,36322,163,2023-12-02,Insatisfacao do cliente,689.18
1825,20642,162,2023-11-25,Produto danificado,957.34
1826,33801,168,2023-11-23,Produto errado,379.88
1827,28157,67,2023-05-01,Atraso na entrega,1218.65
1828,23087,63,2023-08-15,Produto com defeito,1237.7
1829,41523,144,2023-11-10,Produto danificado,2257.95
1830,16673,1,2023-10-10,Insatisfacao do cliente,2525.17
1831,13885,41,2023-08-28,Produto danificado,556.62
1832,32371,168,2023-04-02,Insatisfacao do cliente,788.28
1833,11404,83,2023-08-28,Atraso na entrega,2740.08
1834,33702,126,2023-12-02,Produto danificado,1258.93
1835,17142,229,2023-08-10,Produto danificado,125.11
1836,28669,62,2023-09-09,Produto errado,557.25
1837,40421,183,2023-02-17,Insatisfacao do cliente,2438.28
1838,19710,173,2023-05-05,Produto com defeito,682.12
1839,15012,88,2023-01-07,Atraso na entrega,591.22
1840,9256,34,2023-12-17,Insatisfacao do cliente,1281.58
1841,16105,89,2023-09-09,Insatisfacao do cliente,853.36
1842,32232,7,2023-08-08,Insatisfacao do cliente,435.92
1843,3797,169,2023-10-23,Produto danificado,108.06
1844,7284,84,2023-04-04,Produto errado,1090.63
1845,11230,130,2023-03-25,Produto com defeito,998.89
1846,17866,65,2023-09-12,Produto com defeito,833.88
1847,25057,8,2023-07-11,Produto errado,1717.04
1848,48441,133,2023-11-26,Atraso na entrega,642.89
1849,2332,186,2023-04-24,Produto danificado,1182.49
1850,31138,171,2023-06-12,Produto danificado,828.08
1851,46676,191,2023-02-21,Produto errado,1170.89
1852,45918,122,2023-08-06,Insatisfacao do cliente,409.12
1853,13055,237,2023-03-11,Atraso na entrega,871.23
1854,23089,87,2023-11-29,Atraso na entrega,2409.12
1855,7576,230,2023-09-21,Produto errado,503.18
1856,7320,163,2023-06-03,Produto com defeito,1354.24
1857,30922,26,2023-02-03,Produto danificado,1012.75
1858,15958,28,2023-05-14,Atraso na entrega,629.69
1859,9937,169,2023-10-30,Produto danificado,334.05
1860,14933,202,2023-09-22,Atraso na entrega,3490.62
1861,43544,189,2023-08-07,Insatisfacao do cliente,2699.49
1862,4858,205,2023-06-10,Insatisfacao do cliente,996.57
1863,18719,157,2023-12-29,Produto errado,1965.77
1864,20153,144,2023-04-27,Insatisfacao do cliente,1093.38
1865,9788,205,2023-07-19,Produto danificado,332.19
1866,41832,159,2023-12-10,Produto com defeito,1948.6
1867,39168,138,2023-10-20,Atraso na entrega,286.44
1868,43787,196,2023-04-10,Atraso na entrega,806.93
1869,35719,203,2023-07-10,Produto errado,1428.67
1870,11740,174,2023-08-23,Produto com defeito,4209.21
1871,41922,213,2023-03-09,Produto danificado,2560.62
1872,39513,237,2023-10-16,Atraso na entrega,4255.2
1873,5424,54,2023-08-15,Produto danificado,521.7
